,x,y,id
0,-0.7696622014045715,-0.13195183873176575,001501_012
1,-0.06802696734666824,0.9651893377304077,001501_006
2,3.3300417927136396,-2.8929660407707782,001501_194_verso
3,-0.2815142571926117,0.3671032786369324,001501_238
4,-0.8023360967636108,0.7343478202819824,001501_210
5,-0.523404326696053,0.39909493839705174,001501_204
6,-0.19569078087806702,-0.2516798675060272,001501_199
7,-0.47165805101394653,0.10255826264619827,001501_166
8,-0.6234966328315255,-0.20241272611876046,001501_172
9,-0.5680917656360888,-0.41647515298815585,001501_173
10,-0.06117896401814167,-1.0030609369344974,001501_167
11,-0.19701750781556165,1.027872660421259,001501_218_verso
12,-0.17548364939622205,0.044690078012771944,001501_198
13,3.295546090212611,-2.960261351351888,001501_168_verso
14,-0.3308202972805327,-0.18483173216953916,001501_262_verso
15,-0.024176129971467345,-1.0289945224065593,001501_205
16,0.08323506265878677,1.1913423538208008,001501_040_verso
17,-0.31342398001337646,0.18696342759787857,001501_089_verso
18,0.36904025077819824,-0.3351474106311798,001501_211
19,-0.17116866303674225,0.15491322316242911,001501_239
20,0.5373475551605225,-0.16558299958705902,001501_106_verso
21,-0.41549900676415175,0.31987423486005984,001501_007
22,-0.8025718331336975,0.5516355037689209,001501_013
23,0.23401731252670288,0.4025998115539551,001501_039
24,-0.8147463594431174,0.3847683511274682,001501_005
25,-0.3762357234954834,1.1747554540634155,001501_011
26,3.2945471688399004,-2.805289457844883,001501_220_verso
27,-0.8657073974609375,-0.8215827345848083,001501_207
28,0.44719968312651975,0.8509812758907804,001501_213
29,-0.35820528864860535,1.0146323442459106,001501_159
30,-0.3886650800704956,-0.04135758429765701,001501_171
31,-0.6691744332945617,0.5625713689046675,001501_165
32,0.22306011617183685,-0.6748225688934326,001501_164
33,-0.10576771272771385,-0.7388934226108081,001501_170
34,-0.3412454128265381,0.5430924296379089,001501_158
35,-0.7288469076156616,-0.5788680911064148,001501_090_verso
36,-0.08385150563388742,0.2121410813469667,001501_059_verso
37,-0.7437227559424472,0.725757423864389,001501_212
38,-0.07574433088302612,-0.5314510464668274,001501_206
39,-0.7522808313369751,-0.5096883177757263,001501_084_verso
40,-0.02446568012237549,1.2786790132522583,001501_010
41,0.3557906746864319,-0.14307901263237,001501_004
42,-0.4558190409161376,1.106929748388938,001501_038
43,0.5958832613025818,0.4348108427719969,001501_201_verso
44,-0.43096596772877954,-0.5841964532000192,001501_014
45,0.7567150067256367,0.46757493755074103,001501_028
46,-0.4825381794232953,0.7461841729214717,001501_202
47,-0.44741983066888324,-0.968245809405139,001501_216
48,-0.11801830679130938,1.0852339656123484,001501_028_verso
49,3.12053292963951,-2.8342976368129413,001501_270_verso
50,-0.3898117244243622,-0.7871530055999756,001501_174
51,-0.9255383014678955,-0.890448272228241,001501_160
52,0.5069202184677124,0.1924501210451126,001501_148
53,-0.7759167551994324,-1.0377893447875977,001501_161
54,-0.7075858171280632,0.678897199107601,001501_192_verso
55,0.15762426367744953,0.40078855197590163,001501_175
56,0.17549058991218214,-0.7836932586301711,001501_121_verso
57,-0.1359334048646479,0.19397593944251218,001501_217
58,-0.45343012817574013,1.0557232002879955,001501_203
59,-0.5508539099971369,-0.4670679263859934,001501_245_verso
60,0.0838829055428505,1.4498926401138306,001501_029
61,-0.08178036659955978,-0.13686518371105194,001501_015
62,0.7661668300904934,0.14931251173489948,001501_001
63,0.33116644620895386,-0.20521476864814758,001501_186_verso
64,-0.7829358757966763,0.46989263729979003,001501_009_verso
65,-0.24378830103521443,-0.9442884354778679,001501_017
66,0.14168579876422882,1.135049819946289,001501_003
67,-1.0490940809249878,-0.42487654089927673,001501_213_verso
68,-0.3319337778993424,-0.6843857063576791,001501_215
69,-0.2635096609592438,0.5990493297576904,001501_201
70,0.05994861572980881,1.3243168592453003,001501_229
71,3.086754652197304,-2.8748384429485148,001501_207_verso
72,-0.5496852397918701,1.1970224380493164,001501_188
